,loss,accuracy,val_loss,val_accuracy
0,20.12655258178711,0.19673891365528107,22.395505905151367,0.14646266400814056
1,15.335477828979492,0.6717830896377563,13.575840950012207,0.7234700322151184
2,11.620859146118164,0.8571016788482666,10.753539085388184,0.6767099499702454
3,8.624618530273438,0.9073799848556519,7.490023612976074,0.8791282176971436
4,6.301482200622559,0.9317268133163452,6.143218517303467,0.7102441787719727
5,4.622648239135742,0.9457141160964966,4.071789741516113,0.9191188216209412
6,3.4628148078918457,0.9517254829406738,3.010082721710205,0.9574659466743469
7,2.6655616760253906,0.9580904841423035,2.4606621265411377,0.9250273704528809
8,2.102370262145996,0.9618754386901855,1.9180254936218262,0.9547659754753113
9,1.7237056493759155,0.9633815884590149,1.5645804405212402,0.9691266417503357
10,1.43912672996521,0.9664855003356934,1.6885056495666504,0.8741195797920227
11,1.2465531826019287,0.9669569730758667,1.1741186380386353,0.9617310762405396
12,1.0991177558898926,0.9692751169204712,1.0773777961730957,0.9519878029823303
13,0.9802425503730774,0.9674939513206482,3.3274524211883545,0.744560956954956
14,0.8775370717048645,0.9731255173683167,1.0351970195770264,0.920527458190918
15,0.7988000512123108,0.9724707007408142,1.2494676113128662,0.9132102131843567
16,0.7357004880905151,0.9746185541152954,0.7980940341949463,0.9470574259757996
17,0.6729410290718079,0.9751424193382263,0.6516387462615967,0.9762091040611267
18,0.6370111703872681,0.9756270051002502,0.7262902855873108,0.9595789909362793
19,0.5839866995811462,0.9785214066505432,0.5392467379570007,0.98532634973526
20,0.5531927347183228,0.977787971496582,0.5157569646835327,0.9845046401023865
21,0.5242877006530762,0.9794381260871887,0.5292808413505554,0.9758569598197937
22,0.5034920573234558,0.9796345829963684,0.4825440049171448,0.9826263785362244
23,0.4728667140007019,0.9801322817802429,0.5904014706611633,0.9568398594856262
24,0.4550090730190277,0.9793988466262817,0.45106372237205505,0.9829003214836121
25,0.4391267001628876,0.9806954264640808,0.42609813809394836,0.9866176247596741
26,0.4309453070163727,0.9823718070983887,0.3976912498474121,0.9865784645080566
27,0.41644155979156494,0.9809049963951111,0.4217384159564972,0.9773047566413879
28,0.39512521028518677,0.9831183552742004,0.4428005814552307,0.9676005840301514
29,0.40576666593551636,0.9806430339813232,0.3802308142185211,0.9853654503822327
30,0.3794820308685303,0.9831838011741638,0.3576306998729706,0.9879871606826782
31,0.36315473914146423,0.9836814999580383,0.361974835395813,0.983526349067688
32,0.3465553820133209,0.9846899509429932,0.33701077103614807,0.9857567548751831
33,0.3382611572742462,0.9837862849235535,0.37129995226860046,0.9753482341766357
34,0.3313925266265869,0.9842708110809326,0.31527313590049744,0.9883002042770386
35,0.3145177960395813,0.9854888319969177,0.45437124371528625,0.9628658890724182
36,0.31632906198501587,0.9847685098648071,0.38366636633872986,0.9692831635475159
37,0.29927125573158264,0.9867985248565674,0.29628992080688477,0.9862654805183411
38,0.30909350514411926,0.9861436486244202,0.30165860056877136,0.9807872772216797
39,0.3001955449581146,0.9849125742912292,0.3470104932785034,0.9697527289390564
40,0.2895772457122803,0.9857638478279114,0.26453879475593567,0.9926827549934387
41,0.28317004442214966,0.9866151809692383,0.2545604407787323,0.9921740293502808
42,0.2776632010936737,0.9862484335899353,0.26171791553497314,0.9918218851089478
43,0.2754885256290436,0.9868901968002319,0.4105357825756073,0.94744873046875
44,0.27283868193626404,0.9858817458152771,0.2676894962787628,0.9906088709831238
45,0.25787585973739624,0.9884356260299683,0.24462191760540009,0.9913523197174072
46,0.2539308965206146,0.9879510402679443,0.33791583776474,0.9683048725128174
47,0.251186341047287,0.9870080351829529,0.2392921894788742,0.9907262325286865
48,0.2500479221343994,0.9877938628196716,0.268337607383728,0.9838393926620483
49,0.24904654920101166,0.9872961640357971,0.23837853968143463,0.9902175664901733
50,0.23513126373291016,0.9891297221183777,0.40269795060157776,0.9652919173240662
51,0.23880711197853088,0.987152099609375,9.821200370788574,0.4463139772415161
52,0.23090043663978577,0.9892606735229492,4.70774507522583,0.5883158445358276
53,0.22639715671539307,0.988304615020752,0.2557068169116974,0.9836828708648682
54,0.22309015691280365,0.9892868995666504,0.22509269416332245,0.9897480010986328
55,0.2178495228290558,0.9896535873413086,0.3857104778289795,0.9668179750442505
56,0.21879373490810394,0.9887236952781677,0.21302703022956848,0.9912349581718445
57,0.20961543917655945,0.9897321462631226,0.24532268941402435,0.9793394804000854
58,0.20829269289970398,0.9894833564758301,0.22800156474113464,0.9855611324310303
59,0.20226140320301056,0.9897321462631226,0.20944556593894958,0.9887697696685791
60,0.1958441138267517,0.9904131889343262,0.19614164531230927,0.9920175075531006
61,0.20094114542007446,0.9895880818367004,0.21514470875263214,0.9852480888366699
62,0.18993456661701202,0.9911073446273804,0.19767417013645172,0.9872828125953674
63,0.18885472416877747,0.990007221698761,0.18950974941253662,0.9920175075531006
64,0.18654289841651917,0.990308403968811,0.21792107820510864,0.9838393926620483
65,0.1832989901304245,0.9905965328216553,0.25612232089042664,0.9773438572883606
66,0.18783560395240784,0.9899286031723022,0.1955447793006897,0.9887697696685791
67,0.17845740914344788,0.9910287261009216,0.1912197768688202,0.9888088703155518
