,loss,accuracy,val_loss,val_accuracy
68,0.18021434545516968,0.9901905655860901,0.1964653730392456,0.9862263202667236
69,0.17540769279003143,0.9906227588653564,0.1723921298980713,0.992917537689209
70,0.1749449372291565,0.9905179738998413,0.19410759210586548,0.9866567254066467
71,0.17237427830696106,0.9909240007400513,0.1761915236711502,0.9913914799690247
72,0.1739402711391449,0.9906620383262634,0.2039162814617157,0.9845046401023865
73,0.17378799617290497,0.9912121295928955,0.1915273666381836,0.9870871901512146
74,0.16761475801467896,0.9916312098503113,0.19185832142829895,0.9870871901512146
75,0.1654360294342041,0.9916704893112183,0.1699114441871643,0.9915871024131775
76,0.162578746676445,0.9915002584457397,0.1869320124387741,0.9865002632141113
77,0.16559799015522003,0.9910025596618652,0.1688251942396164,0.9925653338432312
78,0.16137564182281494,0.9916573762893677,0.1838657706975937,0.9879871606826782
79,0.1614817976951599,0.9915133118629456,0.18449950218200684,0.9866176247596741
80,0.1572902500629425,0.9917752742767334,0.167471244931221,0.990843653678894
81,0.15789104998111725,0.9912775754928589,0.164270281791687,0.9917044639587402
82,0.15968814492225647,0.9910287261009216,0.16264280676841736,0.9913132190704346
83,0.15554647147655487,0.9923645853996277,0.15169435739517212,0.9937783479690552
84,0.15514183044433594,0.9915133118629456,0.20592834055423737,0.979456901550293
85,0.1561422348022461,0.9910549521446228,0.15927627682685852,0.9923697113990784
86,0.1522366851568222,0.9922336339950562,0.1628960371017456,0.9902958273887634
87,0.15196053683757782,0.9919978976249695,6.23105001449585,0.6429018378257751
88,0.14745061099529266,0.9921943545341492,0.1771925836801529,0.9857567548751831
89,0.15048988163471222,0.9919323921203613,0.17840011417865753,0.9844263792037964
90,0.14822052419185638,0.9922074675559998,0.15921445190906525,0.9901393055915833
91,0.1455194354057312,0.9927051067352295,0.1653527468442917,0.9879871606826782
92,0.14555244147777557,0.9918538331985474,0.18622903525829315,0.9836437702178955
93,0.1444179266691208,0.9923908114433289,0.1575496643781662,0.9901784062385559
94,0.14272846281528473,0.9922860264778137,0.18543706834316254,0.9841915965080261
95,0.1424025148153305,0.9920371770858765,0.14916259050369263,0.9916653633117676
96,0.1421290785074234,0.9921157956123352,0.18128296732902527,0.9843481183052063
97,0.141531839966774,0.992456316947937,0.18497024476528168,0.9813351035118103
98,0.14009712636470795,0.9922336339950562,0.22305741906166077,0.9709657430648804
99,0.13725942373275757,0.9929015636444092,0.14539507031440735,0.9917436242103577
